issue_type_id,bim360_account_id,bim360_project_id,issue_type,is_active,created_by,created_at,updated_by,updated_at,deleted_by,deleted_at
16724ad1-f92a-4ad3-8838-5a66367a60c5,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Coordination,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
e2ca43a8-547d-4b55-b6eb-6e0441a2e3cb,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Warranty,false,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
d5584757-a911-4910-b7f9-4ae77da54a2a,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Work List,false,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
b7841417-1299-42ac-868f-f6d2b4aa8fe0,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Commissioning,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
9789f339-0536-45c4-9f93-8a82c92cf518,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Punch List,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
76004cb0-3bf4-4e43-9e3d-9ca1baa57c72,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Safety,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
96dcab33-0281-419e-a4cb-c14824f3a2b8,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Design,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
f1173c43-737a-4e2d-94b5-be581e8d0a38,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Observation,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
5eb5f49a-c98c-4f69-a24e-3793cc7e391f,49df69ab-c266-4d49-951c-031b16f7a31f,b082d78a-e1db-4c5c-b06e-eb73fd47a766,Quality,true,System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),System,Wed Jan 08 2020 15:35:00 GMT+0000 (Coordinated Universal Time),,
62b728c4-bc21-49d5-9ce2-144ed9519c37,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Coordination,true,,Tue Oct 16 2018 11:24:34 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
ea609201-e9c6-456a-859a-21642133985e,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Design,true,,Tue Oct 16 2018 11:24:34 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
963694a9-c104-4d4b-8d51-7aa64a8e751b,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Warranty,false,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
d919171e-9e23-49f7-9dc9-98ef313ef87e,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Observation,true,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
f31ad287-c65f-46dd-bb19-e0859275e15d,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Work List,false,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
03bf310b-cfac-4e38-8a50-2ea1eaf8acaa,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Commissioning,true,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
38410641-6140-4b03-8dbe-af467e773287,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Punch List,true,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
90965873-ab14-4934-80f6-372dad4715d4,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Safety,true,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
25e7dad8-7e33-461f-9307-52c35035dd22,49df69ab-c266-4d49-951c-031b16f7a31f,e3b35ade-be04-4d19-a79a-81e3ba81179e,Quality,true,System,Thu Aug 02 2018 08:38:48 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 07:43:05 GMT+0000 (Coordinated Universal Time),,
3d00c9a0-0be3-4548-b998-9399affdb328,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Quality Site Visit,false,FZ68NJH434TX,Mon Apr 22 2019 12:33:23 GMT+0000 (Coordinated Universal Time),FZ68NJH434TX,Mon Apr 22 2019 14:33:38 GMT+0000 (Coordinated Universal Time),,
7fa82e5a-27bd-462c-abc6-ea22f76fdbdb,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Quality,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),FZ68NJH434TX,Thu Mar 07 2019 22:18:39 GMT+0000 (Coordinated Universal Time),,
3be2b874-b1ec-4bf1-b138-61959c27124c,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Design,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
496efe09-0ae4-41d3-9f77-c7460b0a66c6,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Coordination,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
8a149503-ba26-4146-92e0-17a3e2fc1cab,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Warranty,false,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
f9dde810-4249-459b-9e65-7adfa65bd9a6,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Observation,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
09641596-a10f-4c54-b7b7-594d5b97b02e,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Work List,false,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
2d44fcc9-117b-4bf1-b572-8210b902a8b4,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Commissioning,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
479e0580-17f2-46e4-aa96-5339c8a476d4,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Punch List,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
fd4b509a-77b6-49a6-831b-e8776b419bfd,49df69ab-c266-4d49-951c-031b16f7a31f,72adb370-e5f2-43cf-be90-a17c1bab528f,Safety,true,System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),System,Mon Mar 04 2019 13:58:30 GMT+0000 (Coordinated Universal Time),,
512cccb4-488e-412c-89d0-f585433cdf8b,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Coordination,true,,Tue Oct 16 2018 11:39:27 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
c16a8ec3-f744-4dbe-a929-63293f392f4e,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Design,true,,Tue Oct 16 2018 11:39:27 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
2a0f94e8-edb6-4953-b1ce-136b5523cec0,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Warranty,false,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
228545ed-fb15-48f1-b458-cf8dea97a8ff,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Observation,true,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
e8de2ee0-9551-4e5e-98ef-fa16a99d06fb,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Work List,false,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
92ed004e-347d-4c9b-9550-a6a2efb1cd9c,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Commissioning,true,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
af1d1301-7618-4e71-b6d3-159c2e44d68b,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Punch List,true,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
aac8e118-4b17-46dd-83e3-2f24d8d49836,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Safety,true,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
0594b628-0e4d-4ed8-b391-fb0b01458337,49df69ab-c266-4d49-951c-031b16f7a31f,9f14a48e-0dbb-4c80-b8f4-6afe48cdf29c,Quality,true,System,Thu Aug 02 2018 08:43:05 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:56 GMT+0000 (Coordinated Universal Time),,
667822ba-f1e2-4776-a240-3bacb244a965,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Coordination,true,,Tue Oct 16 2018 11:38:39 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
76c1c029-d768-4bb8-b02b-da21a69efef9,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Warranty,false,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
80eb5419-48e2-4d61-98cf-d7b94934e03e,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Observation,true,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
28abfb9d-0203-49c5-a6de-80e56cc14290,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Work List,false,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
e4417351-4879-42ed-9584-ae6cd5ad10f0,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Commissioning,true,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
232d7229-5772-49df-ab27-952156a9a9fc,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Punch List,true,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
f92405cb-7276-41ca-aae0-27d262f1c40b,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Safety,true,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
b1ae9e32-77c2-4029-bad6-28fcf3359b69,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Quality,true,System,Thu Aug 02 2018 09:10:16 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
010acf34-578f-4324-ad2c-72e9f9c62440,49df69ab-c266-4d49-951c-031b16f7a31f,307184a0-cd35-4f09-ae05-42186cbc8f58,Design,true,,Tue Oct 16 2018 11:38:39 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 05:04:03 GMT+0000 (Coordinated Universal Time),,
61de644d-dfa6-4f66-bbf6-00d4f7c2b737,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Warranty,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:16 GMT+0000 (Coordinated Universal Time),,
d5233d28-0c0a-4d17-9f45-a4c00f57c4d4,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Work List,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:16 GMT+0000 (Coordinated Universal Time),,
99e84975-efd7-4a00-bdf3-353ccb0ed6cc,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Punch List,true,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 06:52:16 GMT+0000 (Coordinated Universal Time),,
4585c87c-8ae6-44f6-aab7-a6a14550805c,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Commissioning,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),BJFER4LNYSV9,Mon Dec 30 2019 22:49:31 GMT+0000 (Coordinated Universal Time),,
c0ae7729-4642-4acd-b5df-bb3812ddc992,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Design,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),BJFER4LNYSV9,Mon Dec 30 2019 22:49:22 GMT+0000 (Coordinated Universal Time),,
1b5b5a58-7bc8-476f-b832-d84a9958c73d,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Quality,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),BJFER4LNYSV9,Mon Dec 30 2019 22:50:04 GMT+0000 (Coordinated Universal Time),,
9d3d0a9d-cd84-4fbe-bff9-c20fc74950b2,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Observation,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),BJFER4LNYSV9,Mon Dec 30 2019 22:49:10 GMT+0000 (Coordinated Universal Time),,
753c0376-73da-4a50-b628-3d744040902a,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Coordination,false,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),BJFER4LNYSV9,Mon Dec 30 2019 22:49:27 GMT+0000 (Coordinated Universal Time),,
c04fbe66-2a6a-4068-992e-9afcd3a6ae01,49df69ab-c266-4d49-951c-031b16f7a31f,aece2f96-e7d5-4916-a094-dd12220da51a,Safety,true,System,Wed Nov 07 2018 15:48:00 GMT+0000 (Coordinated Universal Time),System,Thu Sep 26 2019 14:14:15 GMT+0000 (Coordinated Universal Time),,
fe8c676a-5a65-4da2-ae8c-6903f036e463,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Coordination,true,,Tue Oct 16 2018 11:23:10 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
a81328cc-25f4-4661-a7f2-14fd85d3cdd2,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Warranty,false,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
05f8bc0b-bfad-473b-9e9b-6de635eef56b,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Observation,true,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
08e78c49-0669-47c1-84a5-7b81cdf29dc2,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Work List,false,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
d6e8559d-a52b-4999-aba6-a624c411e657,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Commissioning,true,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
0e14da47-241d-4818-b2e1-a10589f0307b,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Design,true,,Tue Oct 16 2018 11:23:10 GMT+0000 (Coordinated Universal Time),,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
badd1fa9-bea0-40dc-911c-4d31fa08ee21,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Punch List,true,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
7ef93c01-29d2-4b0e-8402-11cb48da2333,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Safety,true,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
e6bd70ce-f14a-4e70-b15f-ab9078b9b45a,49df69ab-c266-4d49-951c-031b16f7a31f,fd8fad24-7a20-4881-8429-47ef9ae75ee9,Quality,true,System,Thu Aug 02 2018 08:35:15 GMT+0000 (Coordinated Universal Time),System,Thu Nov 08 2018 05:05:25 GMT+0000 (Coordinated Universal Time),,
196583c8-4b66-4dfa-a543-906fc5ab07f1,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Coordination,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
0c7c7d0f-2442-4640-ba76-9e86d2636b83,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Warranty,false,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
ae5840c6-917d-459f-a784-fec45697f7bd,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Observation,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
aa9c7d4d-0c02-4a01-aeef-97b6e8f3aae3,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Work List,false,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
0871242b-4085-4493-a6cc-f84794cb263c,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Commissioning,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
46f5b500-75ae-4b59-a7a1-87d183748520,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Punch List,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
27bd2cbd-20b4-4a83-8c41-c49a4ac33c70,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Safety,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
69771eb2-570b-45b8-aad4-a6103976c88b,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Quality,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
a2394b24-3dbc-4888-8e5a-61245d6202fd,49df69ab-c266-4d49-951c-031b16f7a31f,3f56b74b-8a9c-469c-9156-aa87f6cc21cd,Design,true,System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),System,Thu Oct 10 2019 03:01:30 GMT+0000 (Coordinated Universal Time),,
0dfd8f9e-31bb-419a-aac9-1074100ef194,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Design,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
94c59896-320d-43a0-bf73-8ad6702aae9d,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Coordination,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
77ed0963-8609-43c5-8e96-b70cfab61f53,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Warranty,false,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
a3384903-bd75-4114-b8fd-da0d819f58dc,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Observation,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
91e10541-3afe-4c86-a528-fa7f51bd75fd,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Work List,false,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
e90787e0-c4d0-4ac6-b514-fa096880f21a,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Commissioning,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
5eedeb15-c1ed-40e8-b6ed-17bf2b6a9421,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Punch List,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
0f1f7fdd-0ea0-4765-93a0-fe6c9ee3724d,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Safety,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
65dae82a-cd06-4c54-ae14-d24c988629d2,49df69ab-c266-4d49-951c-031b16f7a31f,9e99a873-6b3f-4eb6-8679-cc79f3398ccb,Quality,true,System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),System,Wed Nov 28 2018 22:24:00 GMT+0000 (Coordinated Universal Time),,
5d58fe2d-f22f-47c6-9272-67ffcfcc3106,49df69ab-c266-4d49-951c-031b16f7a31f,370e2f83-f55e-4514-8cd5-e8de46a67371,Coordination,true,System,Mon Nov 25 2019 17:41:00 GMT+0000 (Coordinated Universal Time),System,Mon Nov 25 2019 17:41:00 GMT+0000 (Coordinated Universal Time),,
