comment_id,bim360_account_id,bim360_project_id,issue_id,comment_body,created_by,created_at
631be687-86c6-4a26-8f8e-007cfd5b216c,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,336757e3-96ca-43b9-b2be-70850427487b,Dent still visible. ,G2U4LR77Q9KR,Thu Sep 26 2019 00:09:22 GMT+0000 (Coordinated Universal Time)
d9d8af8f-91d8-495c-98de-5e052cacffda,49df69ab-c266-4d49-951c-031b16f7a31f,41578740-5a1b-44c0-93b4-2d64296d2d93,b04dd7f9-6765-4023-8752-0ed6e587d37a,Wall will be cleaned/touched up upon completion of painting,L248NLLCA8KU,Wed Sep 25 2019 21:50:33 GMT+0000 (Coordinated Universal Time)
eb7abf2a-50d9-4f9c-a34d-368d22551b04,49df69ab-c266-4d49-951c-031b16f7a31f,41578740-5a1b-44c0-93b4-2d64296d2d93,1762a3d5-7a13-4f62-ad23-8c32d13da108,All (3) window panes are installed,L248NLLCA8KU,Wed Sep 25 2019 21:27:11 GMT+0000 (Coordinated Universal Time)
5b319a6d-8e55-4d3a-8e3c-e26cac61b897,49df69ab-c266-4d49-951c-031b16f7a31f,41578740-5a1b-44c0-93b4-2d64296d2d93,0b05d56f-1a2f-475f-92bb-d6d0f29c70cb,Crack has been filled.,L248NLLCA8KU,Wed Sep 25 2019 21:36:47 GMT+0000 (Coordinated Universal Time)
b096457e-6bc6-4bee-aa2e-833797c86900,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,2f64c492-ec50-407f-81d9-e1cf702ae4ed,Paint touch up needed. ,G2U4LR77Q9KR,Thu Sep 26 2019 00:18:08 GMT+0000 (Coordinated Universal Time)
2e0a6a9e-dbec-45a0-a3da-ed8b5e9a9cb1,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,2f64c492-ec50-407f-81d9-e1cf702ae4ed,Paint touch up needed. ,G2U4LR77Q9KR,Thu Sep 26 2019 00:18:19 GMT+0000 (Coordinated Universal Time)
4c3f79b6-7372-422a-b8c6-c2451f3c43d0,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,e263da82-6a63-4012-834d-045d89bedee9,"Item not corrected, paint touch up needed. ",G2U4LR77Q9KR,Wed Sep 25 2019 23:58:23 GMT+0000 (Coordinated Universal Time)
b23afca1-2ab0-496f-a446-33a1c8c6e0ad,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,aca2a851-39b0-42eb-b4fc-e571f1816b27,Paint touch up needed.,G2U4LR77Q9KR,Wed Sep 25 2019 23:56:29 GMT+0000 (Coordinated Universal Time)
428f0db8-1899-445c-bd55-0103d9ded108,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,3689c4e6-eefc-43bc-9178-46a90c78dbcf,Work not completed. Paint touch up needed. ,G2U4LR77Q9KR,Thu Sep 26 2019 00:04:51 GMT+0000 (Coordinated Universal Time)
ed1a0cd6-e653-4c02-a890-44f93135feae,49df69ab-c266-4d49-951c-031b16f7a31f,7d3074b7-8110-4fbf-b5ad-2caae55b9238,3934a937-b0c5-4c15-96b2-70e187ef5184,Screws still through back of bin. ,G2U4LR77Q9KR,Thu Sep 26 2019 00:31:07 GMT+0000 (Coordinated Universal Time)
4426283f-2cb2-4a25-b029-97bdc12dff69,49df69ab-c266-4d49-951c-031b16f7a31f,bd25b19e-8398-4c4c-ae3f-5c60a66b78b9,8c5fc142-4b2b-4131-b97e-93a9255d668f,the stub up is in the picture. conduit will be completed,6CP8NR4JT8MK,Thu Sep 26 2019 10:43:18 GMT+0000 (Coordinated Universal Time)
748e4b01-be7d-4c88-a99d-7a961c005ef2,49df69ab-c266-4d49-951c-031b16f7a31f,bd25b19e-8398-4c4c-ae3f-5c60a66b78b9,23dae300-75fe-4d19-a4e8-7fadc3f1444c,the cable will be run through the wall these sleeve are not needed,6CP8NR4JT8MK,Thu Sep 26 2019 10:42:10 GMT+0000 (Coordinated Universal Time)
